City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
49,Clyde River,CA,70.4692,-68.5914,-18.17,69,100,0.0,haze
50,Busselton,AU,-33.65,115.3333,67.55,80,100,2.48,overcast clouds
51,Traverse City,US,44.7631,-85.6206,57.61,57,100,3.0,overcast clouds
52,Bredasdorp,ZA,-34.5322,20.0403,65.23,73,0,10.22,clear sky
53,San Patricio,US,28.017,-97.5169,82.49,33,0,9.24,clear sky
54,Cabo San Lucas,MX,22.8909,-109.9124,83.61,43,10,8.84,clear sky
55,Dharchula,IN,29.85,80.5333,62.33,22,0,9.08,clear sky
56,Wexford,IE,52.3342,-6.4575,47.21,74,4,7.85,clear sky
57,Ola,RU,59.5833,151.2833,6.6,83,100,5.82,overcast clouds
58,Namanga,KE,-2.5433,36.7905,74.3,57,98,12.64,light rain
59,Simbahan,PH,6.3032,120.5836,82.81,74,45,1.34,scattered clouds
60,Lebu,CL,-37.6167,-73.65,62.11,77,100,9.86,overcast clouds
61,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,71,40,19.57,scattered clouds
62,Wyndham,US,37.6985,-77.6125,73.78,41,100,8.99,overcast clouds
63,Sitka,US,57.0531,-135.33,39.36,92,100,10.02,light rain
64,Lagos,NG,6.5833,3.75,82.38,78,21,7.36,few clouds
65,Kempsey,AU,-31.0833,152.8333,63.95,96,25,1.99,scattered clouds
66,Kruisfontein,ZA,-34.0033,24.7314,58.89,81,0,1.32,clear sky
67,Athabasca,CA,54.7169,-113.2854,41.41,98,9,10.18,clear sky
68,Kampene,CD,-3.6,26.6667,69.46,99,100,2.89,heavy intensity rain
69,Luba,GQ,3.4568,8.5547,81.7,78,4,5.06,clear sky
70,Tuatapere,NZ,-46.1333,167.6833,44.94,97,66,4.03,broken clouds
71,Torbay,CA,47.6666,-52.7314,28.76,56,75,10.36,broken clouds
72,Koungou,YT,-12.7336,45.2042,80.31,89,0,1.14,clear sky
73,Broome,US,42.2506,-75.833,62.67,49,0,5.99,clear sky
74,Miandrivazo,MG,-19.5167,45.4667,77.11,94,100,3.71,heavy intensity rain
75,Hobart,AU,-42.8794,147.3294,63.27,88,75,6.91,broken clouds
76,Castro,BR,-24.7911,-50.0119,68.29,90,98,7.05,light rain
77,Tiksi,RU,71.6872,128.8694,-13.27,97,100,8.25,overcast clouds
78,Seidu,SL,9.0167,-10.6,74.86,74,98,3.18,moderate rain
79,Mehamn,NO,71.0357,27.8492,30.11,75,2,17.45,clear sky
80,Saint-Philippe,RE,-21.3585,55.7679,80.19,88,46,7.78,light rain
81,Valparaiso,CL,-33.0393,-71.6273,67.64,77,75,10.36,broken clouds
82,El Alto,PE,-4.2714,-81.2147,78.08,67,83,13.82,broken clouds
83,Mahebourg,MU,-20.4081,57.7,80.89,89,40,2.3,scattered clouds
84,Bairiki,KI,1.3292,172.9752,80.49,80,62,18.9,broken clouds
85,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,72,0.0,broken clouds
86,Madang,PG,-5.2246,145.7966,75.92,90,44,2.17,scattered clouds
87,Banjar,ID,-8.19,114.9675,78.01,92,65,4.79,broken clouds
88,Beaupre,CA,47.0443,-70.8953,35.08,98,99,11.59,overcast clouds
89,Hay River,CA,60.8156,-115.7999,13.98,73,100,2.3,overcast clouds
90,Myitkyina,MM,25.3833,97.4,70.61,46,0,1.97,clear sky
91,Sinnamary,GF,5.3833,-52.95,79.02,85,76,13.62,light rain
92,Iqaluit,CA,63.7506,-68.5145,-0.31,59,100,5.01,overcast clouds
93,Provideniya,RU,64.3833,-173.3,3.16,75,3,5.82,clear sky
94,Oia,PT,40.5426,-8.5386,58.39,82,97,4.0,overcast clouds
95,Praia,CV,14.9215,-23.5087,70.34,64,40,23.02,scattered clouds
96,Bluff,NZ,-46.6,168.3333,44.8,88,72,14.03,broken clouds
97,Kalas,IN,18.1667,74.8,83.05,19,26,7.02,scattered clouds
98,Aquin,HT,18.2833,-73.4,81.61,62,21,8.03,light rain
99,Kaitangata,NZ,-46.2817,169.8464,51.96,86,100,9.64,overcast clouds
100,Champerico,GT,14.3,-91.9167,95.54,53,1,11.25,clear sky
101,Sherbakul,RU,54.6316,72.3963,-8.19,100,97,4.7,overcast clouds
102,Rensvik,NO,63.1,7.8167,48.47,49,75,4.61,broken clouds
103,Fureidis,IL,32.5986,34.9558,50.13,54,6,1.54,clear sky
104,Arraial Do Cabo,BR,-22.9661,-42.0278,79.59,80,0,25.14,clear sky
105,Luderitz,NA,-26.6481,15.1594,65.84,75,100,15.32,overcast clouds
106,Avarua,CK,-21.2078,-159.775,80.65,78,0,3.44,clear sky
107,Maragogi,BR,-9.0122,-35.2225,82.08,76,100,8.1,light rain
108,Samarai,PG,-10.6167,150.6667,82.58,77,95,13.44,overcast clouds
109,Upernavik,GL,72.7868,-56.1549,-12.23,78,100,3.4,overcast clouds
110,Omsukchan,RU,62.5333,155.8,-14.1,93,22,3.33,few clouds
111,Bethel,US,41.3712,-73.414,65.17,46,0,4.61,clear sky
112,Atuona,PF,-9.8,-139.0333,78.3,75,14,14.94,few clouds
113,Jalu,LY,29.0331,21.5482,58.46,32,0,8.16,clear sky
114,Ribeira Grande,PT,38.5167,-28.7,59.4,67,75,16.11,broken clouds
115,Okhotsk,RU,59.3833,143.3,-6.5,93,18,7.96,few clouds
116,Coihaique,CL,-45.5752,-72.0662,56.43,71,52,9.95,broken clouds
117,Filadelfia,US,39.9523,-75.1638,72.34,36,1,5.99,clear sky
118,Yulara,AU,-25.2406,130.9889,75.94,36,5,8.46,clear sky
119,Cap Malheureux,MU,-19.9842,57.6142,79.47,88,46,6.24,scattered clouds
120,Goundi,TD,9.3627,17.366,88.16,11,55,4.92,broken clouds
121,Saskylakh,RU,71.9167,114.0833,-23.66,99,72,6.38,broken clouds
122,Gallup,US,35.5281,-108.7426,57.02,19,94,3.0,overcast clouds
123,Touros,BR,-5.1989,-35.4608,84.0,67,93,10.8,light rain
124,Isangel,VU,-19.55,169.2667,79.92,86,100,3.89,overcast clouds
125,Inirida,CO,3.8653,-67.9239,80.65,78,99,2.37,light rain
126,Sechura,PE,-5.5569,-80.8222,86.29,51,63,15.41,broken clouds
127,Novaya Lyalya,RU,59.055,60.599,12.24,96,100,3.53,overcast clouds
128,Narok,KE,-1.0783,35.8601,65.97,55,75,0.94,broken clouds
129,Yellowknife,CA,62.456,-114.3525,11.41,68,75,0.0,broken clouds
130,Lasa,IT,46.6166,10.7002,46.02,72,11,3.33,few clouds
131,Constitucion,CL,-35.3333,-72.4167,65.97,74,100,5.79,overcast clouds
132,New Norfolk,AU,-42.7826,147.0587,62.92,75,100,1.01,overcast clouds
133,Whitehorse,CA,60.7161,-135.0538,35.02,71,100,5.01,overcast clouds
134,Tilichiki,RU,60.4667,166.1,-6.05,92,7,7.56,clear sky
135,Coahuayana,MX,18.7333,-103.6833,90.25,33,0,7.81,clear sky
136,Bhimavaram,IN,16.5333,81.5333,75.47,84,94,3.15,overcast clouds
137,Lagoa,PT,39.05,-27.9833,57.49,65,100,15.9,overcast clouds
138,Skala,PL,50.2305,19.8536,43.52,59,0,6.91,clear sky
139,Kharp,RU,66.8014,65.8081,14.13,90,51,8.28,broken clouds
140,Necocli,CO,8.4234,-76.786,84.6,68,92,6.67,overcast clouds
141,Bathsheba,BB,13.2167,-59.5167,79.9,62,6,20.58,clear sky
142,Labuhan,ID,-6.8844,112.2051,77.58,89,8,6.71,clear sky
143,Dikson,RU,73.5069,80.5464,5.04,98,100,16.22,overcast clouds
144,Hurghada,EG,27.2574,33.8129,56.68,39,0,13.69,clear sky
145,Fairbanks,US,64.8378,-147.7164,13.98,65,0,6.91,clear sky
146,Buraydah,SA,26.326,43.975,52.75,26,0,12.84,clear sky
147,Izumo,JP,35.3667,132.7667,47.84,91,100,8.72,overcast clouds
148,Qaanaaq,GL,77.484,-69.3632,-8.82,75,100,8.23,overcast clouds
149,Babu,CN,24.4167,111.5167,70.48,93,81,3.62,light rain
150,Itarema,BR,-2.9248,-39.9167,79.88,84,100,7.94,light rain
151,Saint-Pierre,RE,-21.3393,55.4781,80.28,84,100,5.75,overcast clouds
152,Geraldton,AU,-28.7667,114.6,61.21,88,0,8.05,clear sky
153,Inta,RU,66.0317,60.1659,20.46,95,98,11.61,overcast clouds
154,Havre,FR,49.5833,0.3333,49.33,93,100,12.66,light rain
155,San Quintin,MX,30.4833,-115.95,64.62,71,0,18.86,clear sky
156,Kirensk,RU,57.7853,108.1119,7.45,98,100,2.21,light snow
157,Kailua,US,21.4022,-157.7394,82.38,77,75,6.91,broken clouds
158,Pathankot,IN,32.2833,75.65,71.08,49,2,4.72,clear sky
159,Severo-Kurilsk,RU,50.6789,156.125,27.72,81,61,11.61,broken clouds
160,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,96.17,17,7,2.48,clear sky
161,Ostrovnoy,RU,68.0531,39.5131,27.64,76,4,13.24,clear sky
162,Arica,CL,-18.475,-70.3042,83.75,69,6,8.48,clear sky
163,Belyy Yar,RU,53.6039,91.3903,17.49,84,75,4.47,light shower snow
164,Prince Rupert,CA,54.3161,-130.3201,41.32,92,100,12.37,light rain
165,Guerrero Negro,MX,27.9769,-114.0611,67.95,62,0,17.9,clear sky
166,Sao Felix Do Xingu,BR,-6.6447,-51.995,83.5,71,100,1.97,light rain
167,Solnechnyy,RU,50.7214,136.6319,17.98,97,100,3.31,light snow
168,Mount Isa,AU,-20.7333,139.5,76.77,53,98,5.75,overcast clouds
169,Maun,BW,-19.9833,23.4167,72.86,74,64,4.54,light rain
170,Ancud,CL,-41.8697,-73.8203,51.22,95,100,15.17,heavy intensity rain
171,Amudat,UG,1.95,34.95,80.22,37,69,9.89,broken clouds
172,Komsomolskiy,UZ,40.4272,71.7189,48.92,87,75,9.22,mist
173,Namibe,AO,-15.1961,12.1522,72.32,72,5,6.49,clear sky
174,Vestmannaeyjar,IS,63.4427,-20.2734,35.53,62,100,32.7,light rain
175,Ilulissat,GL,69.2167,-51.1,-2.18,46,20,9.22,few clouds
176,Opuwo,NA,-18.0607,13.84,71.04,50,11,8.9,few clouds
177,Huilong,CN,31.8111,121.655,54.93,98,100,17.13,overcast clouds
178,Porto Novo,BJ,6.4965,2.6036,83.21,72,100,8.12,overcast clouds
179,Millinocket,US,45.6573,-68.7098,39.79,85,93,7.67,overcast clouds
180,La Ronge,CA,55.1001,-105.2842,25.02,93,100,8.05,light snow
181,Menongue,AO,-14.6585,17.691,65.39,80,34,2.95,scattered clouds
182,Manacapuru,BR,-3.2997,-60.6206,86.18,66,99,2.28,light rain
183,Pevek,RU,69.7008,170.3133,-8.72,95,100,6.42,overcast clouds
184,Itoman,JP,26.1247,127.6694,72.37,83,40,11.5,scattered clouds
185,Balabac,PH,7.9868,117.0645,82.0,78,15,7.02,few clouds
186,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.36,74,100,6.91,light snow
187,Faanui,PF,-16.4833,-151.75,81.36,65,5,5.39,clear sky
188,Hofn,IS,64.2539,-15.2082,32.02,93,100,14.97,shower snow
189,Bandarbeyla,SO,9.4942,50.8122,77.41,73,4,8.99,clear sky
190,Banes,CU,20.9625,-75.7186,84.51,49,4,18.03,clear sky
191,Port Alfred,ZA,-33.5906,26.891,66.88,70,3,5.39,clear sky
192,Lompoc,US,34.6391,-120.4579,75.56,53,0,14.97,clear sky
193,Waipawa,NZ,-41.4122,175.5153,51.35,85,100,8.81,light rain
194,Massa Marittima,IT,43.049,10.8928,53.49,86,100,2.77,overcast clouds
195,Dom Pedrito,BR,-30.9828,-54.6731,83.57,54,94,7.25,overcast clouds
196,Strezhevoy,RU,60.7333,77.5889,21.13,95,100,12.91,light snow
197,Hamilton,US,39.1834,-84.5333,71.04,35,0,12.66,clear sky
198,Taonan,CN,45.3333,122.7833,9.12,76,0,5.84,clear sky
199,Sabang,ID,5.8933,95.3214,79.27,81,100,8.68,light rain
200,San Andres,CO,12.5847,-81.7006,87.82,62,40,13.8,scattered clouds
201,Arles,FR,43.6768,4.6303,57.69,76,0,3.44,clear sky
202,Saint-Joseph,RE,-21.3667,55.6167,79.18,88,33,7.76,scattered clouds
203,Thompson,CA,55.7435,-97.8558,24.37,87,100,2.3,overcast clouds
204,Rovaniemi,FI,66.5,25.7167,31.41,80,0,12.66,clear sky
205,Lata,PT,40.1629,-8.3327,57.07,93,100,3.4,overcast clouds
206,Port Elizabeth,ZA,-33.918,25.5701,61.32,87,0,2.62,clear sky
207,Mount Gambier,AU,-37.8333,140.7667,62.46,94,2,4.59,clear sky
208,Dunedin,NZ,-45.8742,170.5036,50.81,87,100,3.0,overcast clouds
209,Terrace,CA,54.5163,-128.6035,40.51,95,100,3.13,light rain
210,Ahipara,NZ,-35.1667,173.1667,62.11,85,100,5.82,overcast clouds
211,San Vicente,AR,-26.6167,-54.1333,87.4,35,36,3.58,scattered clouds
212,Yuncheng,CN,35.0231,110.9928,50.5,71,100,6.08,overcast clouds
213,Rawson,AR,-43.3002,-65.1023,81.09,23,0,3.02,clear sky
214,Moerai,PF,-22.4333,-151.3333,80.44,75,6,17.69,clear sky
215,Kodinsk,RU,58.6881,99.1844,6.8,98,100,2.68,light snow
216,Road Town,VG,18.4167,-64.6167,82.49,74,3,20.51,clear sky
217,Yeppoon,AU,-23.1333,150.7333,67.78,82,97,12.84,overcast clouds
218,Abu Samrah,SY,35.3029,37.1841,39.63,65,0,7.87,clear sky
219,Gombe,NG,10.2897,11.1673,84.43,12,81,9.75,broken clouds
220,Neiafu,TO,-18.65,-173.9833,79.48,89,75,0.0,broken clouds
221,Denpasar,ID,-8.65,115.2167,80.26,94,75,4.61,light rain
222,Berlevag,NO,70.8578,29.0864,30.15,69,0,23.02,clear sky
223,Cockburn Town,TC,21.4612,-71.1419,82.36,65,40,18.41,scattered clouds
224,Oxbow,CA,49.2333,-102.1676,34.65,89,100,17.11,overcast clouds
225,Laguna,US,38.421,-121.4238,69.3,62,0,10.36,clear sky
226,Marsa Matruh,EG,31.3525,27.2453,54.34,61,0,2.77,clear sky
227,Hoi An,VN,15.8794,108.335,75.16,92,23,6.38,few clouds
228,Cidreira,BR,-30.1811,-50.2056,72.72,79,100,16.2,overcast clouds
229,Aksu,CN,41.1231,80.2644,50.83,45,1,4.7,clear sky
230,Ginir,ET,7.1333,40.7,63.12,40,55,3.02,broken clouds
231,Dingle,PH,10.9995,122.6711,77.38,89,99,6.17,overcast clouds
232,Trieste,IT,45.6486,13.78,50.81,47,16,1.95,few clouds
233,Winnemucca,US,40.973,-117.7357,46.45,49,75,6.91,broken clouds
234,Callaway,US,30.153,-85.5699,72.97,71,20,9.22,few clouds
235,Amberley,US,39.2048,-84.428,70.36,34,0,8.05,clear sky
236,Biloela,AU,-24.4167,150.5,64.22,89,0,6.02,clear sky
237,Indramayu,ID,-6.3264,108.32,80.31,82,100,5.57,overcast clouds
238,Kortkeros,RU,61.8106,51.5806,15.8,94,100,6.29,overcast clouds
239,Blue Springs,US,39.0169,-94.2816,73.18,51,3,5.01,clear sky
240,Batemans Bay,AU,-35.7167,150.1833,66.09,95,86,3.62,overcast clouds
241,Beloha,MG,-25.1667,45.05,73.42,89,7,4.07,clear sky
242,Tuktoyaktuk,CA,69.4541,-133.0374,-15.38,91,25,13.71,scattered clouds
243,Mujiayingzi,CN,42.1167,118.7833,18.19,46,4,2.33,clear sky
244,Ketchikan,US,55.3422,-131.6461,44.58,87,100,25.32,light rain
245,Husavik,IS,66.0449,-17.3389,28.89,71,12,14.65,few clouds
246,Liyang,CN,29.7057,118.2862,68.36,89,100,1.61,light rain
247,Morton,US,46.7722,-101.2615,53.78,36,0,20.71,clear sky
248,Nouadhibou,MR,20.931,-17.0347,66.04,67,0,29.33,clear sky
249,Carroll,US,39.5501,-77.0164,72.64,31,51,8.01,broken clouds
250,Poum,NC,-20.2333,164.0167,78.21,89,100,13.91,moderate rain
251,La Rioja,ES,42.25,-2.5,47.98,98,100,8.12,light rain
252,Tura,IN,25.5198,90.2201,72.68,30,0,2.77,clear sky
253,Pimentel,PE,-6.8367,-79.9342,88.09,45,0,16.11,clear sky
254,Chokwe,MZ,-24.5333,32.9833,74.79,68,100,9.66,overcast clouds
255,Ulladulla,AU,-35.35,150.4667,65.77,93,92,3.85,overcast clouds
256,Vestmanna,FO,62.1564,-7.1664,40.12,70,75,14.97,light rain
257,Aklavik,CA,68.2191,-135.0107,-13.79,90,8,3.78,clear sky
258,Olafsvik,IS,64.8945,-23.7142,31.06,56,100,18.39,light snow
259,Cap-Aux-Meules,CA,47.3821,-61.8597,25.86,67,79,10.87,broken clouds
260,Talant,FR,47.3369,5.0089,53.94,82,0,3.44,clear sky
261,Bengkulu,ID,-3.8004,102.2655,77.29,86,100,3.98,light rain
262,Miles City,US,46.4083,-105.8406,52.77,40,0,19.57,clear sky
263,Kijang,KR,35.2442,129.2139,53.67,71,100,14.27,overcast clouds
264,Tiznit,MA,29.5833,-9.5,53.53,88,67,14.05,broken clouds
265,Lorengau,PG,-2.0226,147.2712,82.18,79,100,10.2,overcast clouds
266,Cayenne,GF,4.9333,-52.3333,82.09,1,100,13.8,light rain
267,Necochea,AR,-38.5473,-58.7368,87.85,37,1,12.62,clear sky
268,Northam,GB,51.0333,-4.2167,45.61,78,1,16.6,clear sky
269,Jutai,BR,-5.1833,-68.9,80.2,88,73,3.87,moderate rain
270,Inverell,AU,-29.7833,151.1167,57.67,94,0,1.99,clear sky
271,Bashmakovo,RU,53.2133,43.0342,14.56,88,96,15.97,overcast clouds
272,Yining,CN,29.0361,114.5636,68.32,95,100,2.37,light rain
273,Camacha,PT,33.0833,-16.3333,58.42,72,40,20.71,scattered clouds
274,Noyabrsk,RU,63.1994,75.4507,16.59,96,97,9.31,overcast clouds
275,Bogotol,RU,56.2078,89.5342,-2.29,100,100,6.42,overcast clouds
276,Birjand,IR,32.8663,59.2211,69.67,18,9,12.62,clear sky
277,Nioro,GM,13.35,-15.75,92.23,12,55,5.14,broken clouds
278,Khatanga,RU,71.9667,102.5,-20.67,94,76,8.05,broken clouds
279,Hillsborough,US,37.5741,-122.3794,68.0,62,20,6.91,few clouds
280,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,76,0,17.47,clear sky
281,Mollendo,PE,-17.0231,-72.0147,74.03,75,35,9.44,scattered clouds
282,Anloga,GH,5.7947,0.8973,82.9,77,99,9.69,overcast clouds
283,Ambon,ID,-3.6954,128.1814,77.14,94,40,6.91,scattered clouds
284,Nishihara,JP,26.1842,127.7558,71.65,83,75,11.5,broken clouds
285,Kodiak,US,57.79,-152.4072,38.71,93,100,5.75,light rain
286,Acari,PE,-15.4311,-74.6158,83.89,53,1,11.43,clear sky
287,Ponta Do Sol,PT,32.6667,-17.1,64.71,67,41,5.68,scattered clouds
288,Mar Del Plata,AR,-38.0023,-57.5575,86.02,58,0,21.85,clear sky
289,Airai,TL,-8.9266,125.4092,59.92,93,30,1.03,scattered clouds
290,Parana,AR,-31.732,-60.5238,87.46,41,0,6.91,clear sky
291,Tezu,IN,27.9167,96.1667,72.28,35,55,4.47,broken clouds
292,Hope,US,33.6671,-93.5916,72.99,45,0,3.51,clear sky
293,Cacu,BR,-18.5567,-51.1308,81.97,72,100,2.46,light rain
294,Carnarvon,AU,-24.8667,113.6333,75.27,69,100,14.97,overcast clouds
295,Estelle,US,29.8458,-90.1067,69.8,62,100,6.91,overcast clouds
296,Vardo,NO,70.3705,31.1107,26.58,74,0,29.93,clear sky
297,Jambi,ID,-1.6,103.6167,74.95,98,91,0.45,overcast clouds
298,Kamenka,RU,51.3223,42.7678,20.25,91,100,14.81,overcast clouds
299,Mango,US,27.9797,-82.3065,80.96,75,100,6.91,light rain
300,Clearwater,US,27.9659,-82.8001,80.17,77,100,8.01,overcast clouds
301,Gamba,GA,-2.65,10.0,78.91,86,100,7.47,overcast clouds
302,Hasaki,JP,35.7333,140.8333,46.8,60,79,10.92,broken clouds
303,Codrington,AU,-38.2667,141.9667,65.5,90,63,8.59,broken clouds
304,Bom Sucesso,BR,-21.0331,-44.7581,79.99,64,56,6.06,broken clouds
305,Nadvoitsy,RU,63.8667,34.3167,24.94,96,31,5.57,scattered clouds
306,Khani,GE,41.9563,42.9566,24.37,98,100,3.98,snow
307,Mariestad,SE,58.7097,13.8237,36.37,80,93,4.9,overcast clouds
308,Portland,US,45.5234,-122.6762,55.09,67,75,5.75,broken clouds
309,Big Spring,US,32.2504,-101.4787,81.23,11,0,18.41,clear sky
310,Cherskiy,RU,68.75,161.3,-24.5,100,96,6.91,overcast clouds
311,Bambous Virieux,MU,-20.3428,57.7575,80.85,89,40,2.3,scattered clouds
312,Chongwe,ZM,-15.3292,28.682,66.58,92,100,1.23,overcast clouds
313,Kenai,US,60.5544,-151.2583,30.15,81,75,23.02,broken clouds
314,Vila Velha,BR,-20.3297,-40.2925,85.95,69,40,11.5,scattered clouds
315,Ternate,ID,0.8,127.4,80.29,81,92,3.76,light rain
316,Miguel Auza,MX,24.2933,-103.4503,77.47,12,5,13.71,clear sky
317,Villarrica,PY,-25.75,-56.4333,90.25,30,5,1.68,clear sky
318,Kimbe,PG,-5.5502,150.1429,77.22,89,100,2.3,overcast clouds
319,Vao,NC,-22.6667,167.4833,79.83,82,100,7.83,light rain
320,Saint-Augustin,CA,51.226,-58.6502,17.51,72,100,13.42,overcast clouds
321,Uusikaupunki,FI,60.8004,21.4084,28.78,91,0,7.11,clear sky
322,Mayo,US,38.8876,-76.5119,74.21,46,0,9.22,clear sky
323,Lianran,CN,24.9227,102.485,56.37,48,0,4.25,clear sky
324,Santa Isabel,BR,-23.3156,-46.2214,80.31,83,95,1.95,moderate rain
325,Chornoliztsi,UA,48.8303,24.8958,37.67,78,97,10.8,overcast clouds
326,Saint Anthony,US,45.0205,-93.218,56.86,50,0,8.05,clear sky
327,Trairi,BR,-3.2778,-39.2689,82.27,75,96,5.68,light rain
328,Teluk Nibung,ID,3.001,99.8164,75.96,92,100,4.76,light rain
329,Jumla,NP,29.2747,82.1838,48.49,38,0,4.41,clear sky
330,Twin Falls,US,42.3505,-114.6445,44.31,65,100,23.02,overcast clouds
331,Trois-Rivieres,CA,46.3501,-72.5491,34.93,99,98,11.25,overcast clouds
332,Greenfield,US,42.9614,-88.0126,68.02,45,75,23.02,broken clouds
333,Avinurme,EE,58.9822,26.8642,26.2,95,29,2.8,scattered clouds
334,Narsaq,GL,60.9167,-46.05,10.62,69,57,3.83,broken clouds
335,Nicoya,CR,10.1483,-85.452,96.49,32,13,7.92,few clouds
336,Melipilla,CL,-33.7,-71.2167,61.61,41,0,12.73,clear sky
337,Roald,NO,62.5833,6.1333,47.32,81,75,11.5,broken clouds
338,Vallenar,CL,-28.5708,-70.7581,84.27,31,100,11.01,overcast clouds
339,Rio Grande,BR,-32.035,-52.0986,79.95,67,28,18.07,scattered clouds
340,Lieto,FI,60.5103,22.4618,34.07,74,0,4.61,clear sky
341,Mahajanga,MG,-15.7167,46.3167,79.86,83,100,2.33,moderate rain
342,Verkhnyaya Inta,RU,65.9811,60.3094,20.57,95,98,11.63,overcast clouds
343,Batagay-Alyta,RU,67.8006,130.4114,-32.17,89,13,6.4,few clouds
344,Klaksvik,FO,62.2266,-6.589,41.92,75,93,26.51,light rain
345,Burgeo,CA,47.6167,-57.6152,22.59,63,100,4.54,overcast clouds
346,Yuzhno-Kurilsk,RU,44.0306,145.8556,29.59,97,100,5.59,overcast clouds
347,Baoqing,CN,46.3317,132.2111,15.46,78,0,9.69,clear sky
348,Raga,SS,8.4596,25.678,74.88,15,96,5.64,overcast clouds
349,Buchanan,LR,5.8808,-10.0467,80.91,80,89,8.23,overcast clouds
350,Hazorasp,UZ,41.3194,61.0742,33.64,81,100,10.31,overcast clouds
351,Kericho,KE,-0.3677,35.2831,60.66,73,99,2.46,overcast clouds
352,Binga,ZW,-17.6203,27.3414,75.74,81,100,4.0,overcast clouds
353,Magdalena,PH,14.1999,121.429,81.36,95,93,4.47,overcast clouds
354,Napanee,CA,44.2501,-76.9494,40.91,85,100,6.82,overcast clouds
355,Pisco,PE,-13.7,-76.2167,77.05,61,0,9.22,clear sky
356,Pokosnoye,RU,55.5258,101.0536,-8.45,100,100,1.59,overcast clouds
357,Robertsport,LR,6.7533,-11.3686,80.46,81,47,10.04,scattered clouds
358,Shalya,RU,57.2471,58.7298,0.55,98,11,2.33,few clouds
359,Dawei,MM,14.0833,98.2,76.89,92,69,2.26,light rain
360,Sao Filipe,CV,14.8961,-24.4956,70.39,74,17,12.46,few clouds
361,Zhigansk,RU,66.7697,123.3711,-18.2,100,97,7.54,overcast clouds
362,Batsfjord,NO,70.6345,29.7185,30.13,84,4,15.32,clear sky
363,Orangeburg,US,33.4918,-80.8557,63.72,91,100,12.66,thunderstorm with heavy rain
364,Yaan,NG,7.3833,8.5667,92.95,24,55,4.34,broken clouds
365,Kahului,US,20.8947,-156.47,80.62,61,20,8.01,few clouds
366,Yerbogachen,RU,61.2767,108.0108,-3.8,100,99,2.33,overcast clouds
367,Wanaka,NZ,-44.7,169.15,44.11,87,51,1.01,broken clouds
368,Arinos,BR,-15.9169,-46.1056,84.27,52,100,2.73,overcast clouds
369,Loubomo,CG,-4.1997,12.6739,74.08,96,100,3.56,overcast clouds
370,Sept-Iles,CA,50.2001,-66.3821,24.06,85,100,10.36,light snow
371,Skelleftea,SE,64.7507,20.9528,36.0,58,0,10.36,clear sky
372,Huarmey,PE,-10.0681,-78.1522,78.66,66,44,11.86,scattered clouds
373,Mersin,TR,36.862,34.6509,44.58,63,42,4.25,scattered clouds
374,Pafos,CY,34.7667,32.4167,46.18,66,20,5.75,few clouds
375,Marrakesh,MA,31.6315,-8.0083,57.27,67,75,8.05,broken clouds
376,Coquimbo,CL,-29.9533,-71.3436,67.73,68,0,14.97,clear sky
377,Banda Aceh,ID,5.5577,95.3222,77.95,84,100,7.99,light rain
378,Port Lincoln,AU,-34.7333,135.8667,65.55,83,91,7.18,overcast clouds
379,Lerwick,GB,60.1545,-1.1494,44.6,72,100,6.51,overcast clouds
380,Xai-Xai,MZ,-25.0519,33.6442,76.75,66,100,15.03,overcast clouds
381,Christchurch,NZ,-43.5333,172.6333,53.94,82,100,3.44,overcast clouds
382,Polunochnoye,RU,60.8697,60.4153,16.9,90,100,5.12,overcast clouds
383,Chegdomyn,RU,51.1167,133.0167,18.37,96,100,2.15,light snow
384,Wum,CM,6.3833,10.0667,76.87,30,100,2.26,overcast clouds
385,Along,IN,28.1667,94.7667,64.81,51,43,1.92,scattered clouds
386,Peterhead,GB,57.5058,-1.7981,40.66,88,100,7.31,overcast clouds
